country,QS Login,Status,seller_id,Task ID,associate_queue,associate,metric_wk_no,associate_action,correct associate action,Associate Key-Driver,Sub-Key driver,Defect Area Associate,QA Comments on Associate Action,Metric name,investigator_task,investigator_queue,investigator,verification_action,correct investigator action,Investigator Key-Driver,Defect Area Investigator,QA Comments on investigator Action,General Notes,Action_correctly_captured,Audit_outcome,associate_resolve date,Type_of_audit,If_data_correctly_captured
country62,QS Login62,Status62,seller_id62,Task ID62,associate_queue62,associate62,48,associate_action62,correct associate action62,Associate Key-Driver62,Sub-Key driver62,Defect Area Associate62,QA Comments on Associate Action62,Metric name62,investigator_task62,investigator_queue62,investigator62,verification_action62,correct investigator action62,Investigator Key-Driver62,Defect Area Investigator62,QA Comments on investigator Action62,General Notes62,Action_correctly_captured62,Audit_outcome62,13/07/2021,Type_of_audit62,If_data_correctly_captured62
country63,QS Login63,Status63,seller_id63,Task ID63,associate_queue63,associate63,48,associate_action63,correct associate action63,Associate Key-Driver63,Sub-Key driver63,Defect Area Associate63,QA Comments on Associate Action63,Metric name63,investigator_task63,investigator_queue63,investigator63,verification_action63,correct investigator action63,Investigator Key-Driver63,Defect Area Investigator63,QA Comments on investigator Action63,General Notes63,Action_correctly_captured63,Audit_outcome63,13/07/2021,Type_of_audit63,If_data_correctly_captured63
country64,QS Login64,Status64,seller_id64,Task ID64,associate_queue64,associate64,48,associate_action64,correct associate action64,Associate Key-Driver64,Sub-Key driver64,Defect Area Associate64,QA Comments on Associate Action64,Metric name64,investigator_task64,investigator_queue64,investigator64,verification_action64,correct investigator action64,Investigator Key-Driver64,Defect Area Investigator64,QA Comments on investigator Action64,General Notes64,Action_correctly_captured64,Audit_outcome64,13/07/2021,Type_of_audit64,If_data_correctly_captured64
country65,QS Login65,Status65,seller_id65,Task ID65,associate_queue65,associate65,48,associate_action65,correct associate action65,Associate Key-Driver65,Sub-Key driver65,Defect Area Associate65,QA Comments on Associate Action65,Metric name65,investigator_task65,investigator_queue65,investigator65,verification_action65,correct investigator action65,Investigator Key-Driver65,Defect Area Investigator65,QA Comments on investigator Action65,General Notes65,Action_correctly_captured65,Audit_outcome65,13/07/2021,Type_of_audit65,If_data_correctly_captured65
country66,QS Login66,Status66,seller_id66,Task ID66,associate_queue66,associate66,48,associate_action66,correct associate action66,Associate Key-Driver66,Sub-Key driver66,Defect Area Associate66,QA Comments on Associate Action66,Metric name66,investigator_task66,investigator_queue66,investigator66,verification_action66,correct investigator action66,Investigator Key-Driver66,Defect Area Investigator66,QA Comments on investigator Action66,General Notes66,Action_correctly_captured66,Audit_outcome66,13/07/2021,Type_of_audit66,If_data_correctly_captured66
country67,QS Login67,Status67,seller_id67,Task ID67,associate_queue67,associate67,48,associate_action67,correct associate action67,Associate Key-Driver67,Sub-Key driver67,Defect Area Associate67,QA Comments on Associate Action67,Metric name67,investigator_task67,investigator_queue67,investigator67,verification_action67,correct investigator action67,Investigator Key-Driver67,Defect Area Investigator67,QA Comments on investigator Action67,General Notes67,Action_correctly_captured67,Audit_outcome67,13/07/2021,Type_of_audit67,If_data_correctly_captured67
country68,QS Login68,Status68,seller_id68,Task ID68,associate_queue68,associate68,48,associate_action68,correct associate action68,Associate Key-Driver68,Sub-Key driver68,Defect Area Associate68,QA Comments on Associate Action68,Metric name68,investigator_task68,investigator_queue68,investigator68,verification_action68,correct investigator action68,Investigator Key-Driver68,Defect Area Investigator68,QA Comments on investigator Action68,General Notes68,Action_correctly_captured68,Audit_outcome68,13/07/2021,Type_of_audit68,If_data_correctly_captured68
country69,QS Login69,Status69,seller_id69,Task ID69,associate_queue69,associate69,48,associate_action69,correct associate action69,Associate Key-Driver69,Sub-Key driver69,Defect Area Associate69,QA Comments on Associate Action69,Metric name69,investigator_task69,investigator_queue69,investigator69,verification_action69,correct investigator action69,Investigator Key-Driver69,Defect Area Investigator69,QA Comments on investigator Action69,General Notes69,Action_correctly_captured69,Audit_outcome69,13/07/2021,Type_of_audit69,If_data_correctly_captured69
country70,QS Login70,Status70,seller_id70,Task ID70,associate_queue70,associate70,48,associate_action70,correct associate action70,Associate Key-Driver70,Sub-Key driver70,Defect Area Associate70,QA Comments on Associate Action70,Metric name70,investigator_task70,investigator_queue70,investigator70,verification_action70,correct investigator action70,Investigator Key-Driver70,Defect Area Investigator70,QA Comments on investigator Action70,General Notes70,Action_correctly_captured70,Audit_outcome70,13/07/2021,Type_of_audit70,If_data_correctly_captured70
country71,QS Login71,Status71,seller_id71,Task ID71,associate_queue71,associate71,48,associate_action71,correct associate action71,Associate Key-Driver71,Sub-Key driver71,Defect Area Associate71,QA Comments on Associate Action71,Metric name71,investigator_task71,investigator_queue71,investigator71,verification_action71,correct investigator action71,Investigator Key-Driver71,Defect Area Investigator71,QA Comments on investigator Action71,General Notes71,Action_correctly_captured71,Audit_outcome71,13/07/2021,Type_of_audit71,If_data_correctly_captured71
country72,QS Login72,Status72,seller_id72,Task ID72,associate_queue72,associate72,48,associate_action72,correct associate action72,Associate Key-Driver72,Sub-Key driver72,Defect Area Associate72,QA Comments on Associate Action72,Metric name72,investigator_task72,investigator_queue72,investigator72,verification_action72,correct investigator action72,Investigator Key-Driver72,Defect Area Investigator72,QA Comments on investigator Action72,General Notes72,Action_correctly_captured72,Audit_outcome72,13/07/2021,Type_of_audit72,If_data_correctly_captured72
country73,QS Login73,Status73,seller_id73,Task ID73,associate_queue73,associate73,48,associate_action73,correct associate action73,Associate Key-Driver73,Sub-Key driver73,Defect Area Associate73,QA Comments on Associate Action73,Metric name73,investigator_task73,investigator_queue73,investigator73,verification_action73,correct investigator action73,Investigator Key-Driver73,Defect Area Investigator73,QA Comments on investigator Action73,General Notes73,Action_correctly_captured73,Audit_outcome73,13/07/2021,Type_of_audit73,If_data_correctly_captured73
country74,QS Login74,Status74,seller_id74,Task ID74,associate_queue74,associate74,48,associate_action74,correct associate action74,Associate Key-Driver74,Sub-Key driver74,Defect Area Associate74,QA Comments on Associate Action74,Metric name74,investigator_task74,investigator_queue74,investigator74,verification_action74,correct investigator action74,Investigator Key-Driver74,Defect Area Investigator74,QA Comments on investigator Action74,General Notes74,Action_correctly_captured74,Audit_outcome74,13/07/2021,Type_of_audit74,If_data_correctly_captured74
country75,QS Login75,Status75,seller_id75,Task ID75,associate_queue75,associate75,48,associate_action75,correct associate action75,Associate Key-Driver75,Sub-Key driver75,Defect Area Associate75,QA Comments on Associate Action75,Metric name75,investigator_task75,investigator_queue75,investigator75,verification_action75,correct investigator action75,Investigator Key-Driver75,Defect Area Investigator75,QA Comments on investigator Action75,General Notes75,Action_correctly_captured75,Audit_outcome75,13/07/2021,Type_of_audit75,If_data_correctly_captured75
country76,QS Login76,Status76,seller_id76,Task ID76,associate_queue76,associate76,48,associate_action76,correct associate action76,Associate Key-Driver76,Sub-Key driver76,Defect Area Associate76,QA Comments on Associate Action76,Metric name76,investigator_task76,investigator_queue76,investigator76,verification_action76,correct investigator action76,Investigator Key-Driver76,Defect Area Investigator76,QA Comments on investigator Action76,General Notes76,Action_correctly_captured76,Audit_outcome76,13/07/2021,Type_of_audit76,If_data_correctly_captured76
country77,QS Login77,Status77,seller_id77,Task ID77,associate_queue77,associate77,48,associate_action77,correct associate action77,Associate Key-Driver77,Sub-Key driver77,Defect Area Associate77,QA Comments on Associate Action77,Metric name77,investigator_task77,investigator_queue77,investigator77,verification_action77,correct investigator action77,Investigator Key-Driver77,Defect Area Investigator77,QA Comments on investigator Action77,General Notes77,Action_correctly_captured77,Audit_outcome77,13/07/2021,Type_of_audit77,If_data_correctly_captured77
country78,QS Login78,Status78,seller_id78,Task ID78,associate_queue78,associate78,48,associate_action78,correct associate action78,Associate Key-Driver78,Sub-Key driver78,Defect Area Associate78,QA Comments on Associate Action78,Metric name78,investigator_task78,investigator_queue78,investigator78,verification_action78,correct investigator action78,Investigator Key-Driver78,Defect Area Investigator78,QA Comments on investigator Action78,General Notes78,Action_correctly_captured78,Audit_outcome78,13/07/2021,Type_of_audit78,If_data_correctly_captured78
country79,QS Login79,Status79,seller_id79,Task ID79,associate_queue79,associate79,48,associate_action79,correct associate action79,Associate Key-Driver79,Sub-Key driver79,Defect Area Associate79,QA Comments on Associate Action79,Metric name79,investigator_task79,investigator_queue79,investigator79,verification_action79,correct investigator action79,Investigator Key-Driver79,Defect Area Investigator79,QA Comments on investigator Action79,General Notes79,Action_correctly_captured79,Audit_outcome79,13/07/2021,Type_of_audit79,If_data_correctly_captured79
country80,QS Login80,Status80,seller_id80,Task ID80,associate_queue80,associate80,48,associate_action80,correct associate action80,Associate Key-Driver80,Sub-Key driver80,Defect Area Associate80,QA Comments on Associate Action80,Metric name80,investigator_task80,investigator_queue80,investigator80,verification_action80,correct investigator action80,Investigator Key-Driver80,Defect Area Investigator80,QA Comments on investigator Action80,General Notes80,Action_correctly_captured80,Audit_outcome80,13/07/2021,Type_of_audit80,If_data_correctly_captured80
country81,QS Login81,Status81,seller_id81,Task ID81,associate_queue81,associate81,48,associate_action81,correct associate action81,Associate Key-Driver81,Sub-Key driver81,Defect Area Associate81,QA Comments on Associate Action81,Metric name81,investigator_task81,investigator_queue81,investigator81,verification_action81,correct investigator action81,Investigator Key-Driver81,Defect Area Investigator81,QA Comments on investigator Action81,General Notes81,Action_correctly_captured81,Audit_outcome81,13/07/2021,Type_of_audit81,If_data_correctly_captured81
country82,QS Login82,Status82,seller_id82,Task ID82,associate_queue82,associate82,48,associate_action82,correct associate action82,Associate Key-Driver82,Sub-Key driver82,Defect Area Associate82,QA Comments on Associate Action82,Metric name82,investigator_task82,investigator_queue82,investigator82,verification_action82,correct investigator action82,Investigator Key-Driver82,Defect Area Investigator82,QA Comments on investigator Action82,General Notes82,Action_correctly_captured82,Audit_outcome82,13/07/2021,Type_of_audit82,If_data_correctly_captured82
